"Player_name","Year","Level","T","G","W","L","IP","TBF","Kpct","BBpct","K_BB","HR_9","FIP","ERA","DER","DER_denom"
"松岡　健一",2013,"Top","S","34","3","3",66,299,21.4,8.7,12.7,1.64,4.63,5.73,0.686,194
"村中　恭兵",2013,"Top","S","25","5","9",111.7,520,12.5,10.58,1.9,0.97,4.78,5,0.665,379
"八木　亮祐",2013,"Top","S","26","5","13",152,667,18.3,8.85,9.4,1.07,3.98,4.44,0.675,464
"山本　哲哉",2013,"Top","S","64","1","3",59.7,250,15.2,6.8,8.4,1.21,4.26,2.87,0.734,184
"ラルー",2013,"Top","S","5","0","2",22,115,12.2,9.57,2.6,0.41,3.84,9,0.591,88
"ロマン",2013,"Top","S","30","3","6",63.7,290,15.2,9.31,5.9,0.57,3.83,4.24,0.689,206
"秋山　拓巳",2013,"Top","T","8","0","3",44.7,189,19,6.35,12.7,1.21,3.82,3.83,0.704,135
"安藤　優也",2013,"Top","T","58","4","2",51.3,219,14.6,8.22,6.4,0.18,2.83,2.28,0.675,160
"岩田　稔",2013,"Top","T","9","2","5",43.7,189,13.2,8.47,4.8,0.62,3.8,4.95,0.722,144
"岩本　輝",2013,"Top","T","1","0","0",4,17,11.8,17.65,-5.9,0,4.13,4.5,0.667,12
"榎田　大樹",2013,"Top","T","16","4","9",92.3,389,20.1,9.77,10.3,1.07,4.24,3.61,0.768,254
"加藤　康介",2013,"Top","T","61","1","2",50.3,199,27.1,6.53,20.6,0.54,2.23,1.97,0.738,126
"川崎　雄介",2013,"Top","T","1","0","0",2,13,15.4,23.08,-7.7,0,6.88,9,0.667,24
"清原　大貴",2013,"Top","T","3","0","0",4,21,14.3,9.52,4.8,0,2.88,4.5,0.562,16
"久保　康友",2013,"Top","T","44","3","4",53.7,224,20.5,7.59,12.9,0.67,2.98,2.85,0.709,151
"久保田　智之",2013,"Top","T","17","0","2",21,94,14.9,13.83,1.1,0.86,4.65,5.57,0.762,63
"小嶋　達也",2013,"Top","T","3","1","1",12,55,14.5,10.91,3.6,2.25,6.3,7.5,0.684,38
"ザラテ",2013,"Top","T","2","0","0",1.7,9,11.1,22.22,-11.1,0,5.28,5.4,0.667,6
"歳内　宏明",2013,"Top","T","5","0","0",8,32,3.1,6.25,-3.1,3.38,8.63,5.63,0.96,25
"白仁田　寛和",2013,"Top","T","2","1","0",8,34,8.8,5.88,2.9,0,2.88,3.38,0.655,29
"スタンリッジ",2013,"Top","T","26","8","12",160.7,677,18.3,6.94,11.4,0.67,3.23,2.74,0.695,488
"高宮　和也",2013,"Top","T","1","0","0",1,6,16.7,0,16.7,18,26.88,27,0.667,3
"玉置　隆",2013,"Top","T","7","0","0",12.3,47,21.3,12.77,8.5,1.46,4.59,2.19,0.857,28
"筒井　和也",2013,"Top","T","39","4","1",45.3,179,21.8,6.15,15.6,0.79,3.1,2.58,0.758,124
"鶴　直人",2013,"Top","T","20","3","1",34.7,144,11.8,4.86,6.9,1.04,4.1,4.93,0.704,115
"西村　憲",2013,"Top","T","3","0","1",1,7,0,28.57,-28.6,0,8.88,27,0.6,5
"能見　篤史",2013,"Top","T","25","11","7",180.7,724,17.5,5.66,11.9,0.9,3.44,2.69,0.745,537
"福原　忍",2013,"Top","T","50","4","0",45,184,20.7,5.98,14.7,0.4,2.57,1.2,0.708,130
"藤浪　晋太郎",2013,"Top","T","24","10","6",137.7,563,22.4,7.82,14.6,0.65,3,2.75,0.714,381
"藤原　正典",2013,"Top","T","10","0","0",13.7,58,17.2,13.79,3.4,0,3.18,1.32,0.75,40
"ボイヤー",2013,"Top","T","22","3","1",27,104,20.2,3.85,16.3,1,3.22,2.67,0.776,76
"松田　遼馬",2013,"Top","T","27","1","2",29.7,125,23.2,4.8,18.4,1.82,4.06,4.25,0.663,83
"メッセンジャー",2013,"Top","T","30","12","8",196.3,811,22.6,6.91,15.7,0.6,2.8,2.89,0.71,555
"渡辺　亮",2013,"Top","T","15","1","0",14.3,64,12.5,15.62,-3.1,1.26,5.88,3.77,0.791,43
"井川　慶",2013,"Farm","Bs","11","3","3",57,255,10.6,10.59,0,0.95,4.86,4.11,0.731,193
"伊原　正樹",2013,"Farm","Bs","29","1","4",52.3,240,17.5,9.17,8.3,0.52,3.43,3.61,0.651,169
"海田　智行",2013,"Farm","Bs","7","2","1",28,122,17.2,4.1,13.1,0.32,2.42,2.25,0.632,95
"甲藤　啓介",2013,"Farm","Bs","8","0","1",8.7,45,13.3,11.11,2.2,2.08,6.61,6.23,0.632,87
"鴨志田　貴司",2013,"Farm","Bs","21","0","0",18,86,23.3,11.63,11.6,0,2.69,4,0.611,54
"岸田　護",2013,"Farm","Bs","2","0","0",7,26,26.9,0,26.9,0,0.92,0,0.737,19
"桑原　謙太朗",2013,"Farm","Bs","17","2","0",17.3,66,33.3,9.09,24.2,0,1.59,0.52,0.757,37
"小松　聖",2013,"Farm","Bs","4","0","0",3,12,25,8.33,16.7,0,1.92,0,0.75,8
"近藤　一樹",2013,"Farm","Bs","10","1","5",42.3,189,13.2,7.94,5.3,0.21,3.11,4.04,0.649,148
"佐藤　峻一",2013,"Farm","Bs","11","1","1",21,93,18.3,8.6,9.7,0.43,3.2,3,0.636,66
"佐藤　達也",2013,"Farm","Bs","1","0","0",1,3,66.7,0,66.7,0,-1.08,0,1,1
"シュルツ",2013,"Farm","Bs","11","0","0",16.7,80,11.2,17.5,-6.2,0,4.36,4.86,0.719,57
"高橋　秀聡",2013,"Farm","Bs","23","1","0",30.3,135,12.6,11.11,1.5,0.89,4.76,3.56,0.714,98
"塚原　頌平",2013,"Farm","Bs","14","2","2",18.7,83,18.1,9.64,8.4,0.96,4.15,3.86,0.702,57
"ディクソン",2013,"Farm","Bs","2","0","0",5,19,15.8,10.53,5.3,0,2.92,1.8,0.643,14
"東野　峻",2013,"Farm","Bs","16","5","4",70,295,18.6,7.8,10.8,0.64,3.3,2.7,0.711,211
"戸田　亮",2013,"Farm","Bs","38","2","2",37.7,150,10.7,10,0.7,0,3.42,3.58,0.761,117
"中山　慎也",2013,"Farm","Bs","19","3","4",45.3,197,17.8,9.14,8.6,0.79,3.64,3.38,0.719,139
"ハモンド",2013,"Farm","Bs","10","2","2",36,159,10.7,8.18,2.5,0.5,3.78,4,0.701,127
"比嘉　幹貴",2013,"Farm","Bs","6","0","0",5,16,18.8,0,18.8,0,1.72,0,0.846,13
"平井　正史",2013,"Farm","Bs","18","0","0",18.3,77,10.4,6.49,3.9,0,3.19,2.95,0.742,62
"古川　秀一",2013,"Farm","Bs","26","2","2",41,174,12.6,6.9,5.7,0.44,3.36,4.17,0.732,138
"マエストリ",2013,"Farm","Bs","7","1","2",25.3,113,9.7,9.73,0,0.71,4.38,3.91,0.663,89
"前田　祐二",2013,"Farm","Bs","6","1","1",24,93,12.9,5.38,7.5,0.38,3.21,1.13,0.824,74
"松葉　貴大",2013,"Farm","Bs","9","2","2",56,232,18.5,9.91,8.6,0,2.67,3.21,0.691,165
"松本　幸大",2013,"Farm","Bs","18","1","0",12,48,10.4,10.42,0,0.75,4.42,2.25,0.811,37
"馬原　孝浩",2013,"Farm","Bs","12","0","1",12,52,19.2,5.77,13.5,0.75,3.08,3,0.632,38
"ミルズ",2013,"Farm","Bs","4","2","0",18,71,12.7,5.63,7,0.5,3.47,2.5,0.732,56
"ミンチェ",2013,"Farm","Bs","29","4","0",33.7,130,11.5,4.62,6.9,0,2.74,1.07,0.766,107
"森本　将太",2013,"Farm","Bs","14","0","1",14,55,25.5,7.27,18.2,0,1.77,3.21,0.649,37
"八木　智哉",2013,"Farm","Bs","14","2","6",61,257,13.2,5.06,8.2,0.3,2.92,3.84,0.681,207
"山田　修義",2013,"Farm","Bs","16","5","4",63.7,274,13.5,13.14,0.4,0.57,4.46,2.54,0.736,193
"吉野　誠",2013,"Farm","Bs","17","0","1",14.7,61,16.4,3.28,13.1,0.61,3.26,2.45,0.702,84
"青木　高広",2013,"Farm","C","8","0","0",6.7,32,18.8,6.25,12.5,0,2.92,1.35,0.808,26
"池ノ内　亮介",2013,"Farm","C","2","0","0",2.3,10,30,10,20,0,2.92,3.86,0.8,5
"伊東　昂大",2013,"Farm","C","9","0","0",9,33,18.2,9.09,9.1,1,4.03,3,0.826,23
"今井　啓介",2013,"Farm","C","6","1","0",29,119,20.2,5.88,14.3,0,2.19,1.55,0.674,86
"今村　猛",2013,"Farm","C","5","0","1",7,30,20,6.67,13.3,0,2.06,1.29,0.636,22
"岩見　優輝",2013,"Farm","C","29","1","3",47,208,15.9,12.02,3.8,0.38,3.98,3.26,0.706,143
"上野　弘文",2013,"Farm","C","33","0","2",35.7,138,13.8,2.9,10.9,0,2.27,2.02,0.711,114
"梅津　智弘",2013,"Farm","C","28","4","1",39.7,162,16,5.56,10.5,0.45,3.02,3.63,0.713,122
"江草　仁貴",2013,"Farm","C","1","1","0",1,6,0,0,0,0,2.92,9,0.333,6
"大島　崇行",2013,"Farm","C","10","1","1",14.3,77,10.4,5.19,5.2,1.26,4.87,10.67,0.557,61
"大竹　寛",2013,"Farm","C","1","1","0",6,25,16,8,8,0,3.08,0,0.778,18
"小野　淳平",2013,"Farm","C","9","0","1",13.7,62,11.3,8.06,3.2,0,3.43,6.59,0.734,143
"金丸　将也",2013,"Farm","C","24","0","0",18,82,14.6,15.85,-1.2,0.5,4.81,3.5,0.778,54
"河内　貴哉",2013,"Farm","C","6","0","0",2.3,12,25,8.33,16.7,0,2.92,7.71,0.286,7
"菊地原　毅",2013,"Farm","C","36","2","0",31,119,12.6,5.04,7.6,0.58,3.66,1.74,0.806,93
"岸本　秀樹",2013,"Farm","C","24","1","2",29,144,11.8,11.11,0.7,0.31,4.26,4.34,0.623,106
"齊藤　悠葵",2013,"Farm","C","14","4","3",51.7,226,11.9,9.29,2.7,0.87,4.52,4.88,0.7,170
"篠田　純平",2013,"Farm","C","12","4","3",59,249,11.2,7.23,4,0.31,3.42,3.05,0.693,199
"ソコロビッチ",2013,"Farm","C","12","0","0",14,57,19.3,10.53,8.8,0,2.63,1.29,0.725,40
"武内　久士",2013,"Farm","C","22","3","8",96.7,419,16.2,7.88,8.4,0.65,3.54,3.26,0.728,309
"辻　空",2013,"Farm","C","3","0","0",3,13,7.7,0,7.7,0,2.25,9,0.583,12
"弦本　悠希",2013,"Farm","C","4","0","0",3,18,0,27.78,-27.8,0,7.92,12,0.692,13
"戸田　隆矢",2013,"Farm","C","21","8","6",107,446,15,10.09,4.9,0.59,3.92,2.86,0.736,322
"富永　一",2013,"Farm","C","5","0","0",4,17,5.9,11.76,-5.9,0,3.92,6.75,0.857,14
"永川　勝浩",2013,"Farm","C","14","2","1",13.7,62,12.9,6.45,6.5,1.32,4.96,3.29,0.696,46
"中崎　翔太",2013,"Farm","C","8","4","2",54.7,215,15.3,6.51,8.8,0.33,2.95,2.47,0.747,166
"中田　廉",2013,"Farm","C","26","6","0",42,177,21.5,9.04,12.4,0.21,2.56,3.43,0.656,122
"中村　恭平",2013,"Farm","C","13","1","4",65.3,295,12.2,7.12,5.1,0,2.92,4.41,0.677,235
"野村　祐輔",2013,"Farm","C","3","2","0",15,58,19,8.62,10.3,0,2.45,1.8,0.786,42
"久本　祐一",2013,"Farm","C","4","0","0",7,29,34.5,3.45,31,1.29,2.34,2.57,0.647,17
"福井　優也",2013,"Farm","C","19","5","2",53.3,223,24.7,7.62,17,0.17,2.28,2.53,0.678,146
"ミコライオ",2013,"Farm","C","2","0","0",2,7,14.3,0,14.3,0,1.92,0,0.833,6
"山野　恭介",2013,"Farm","C","5","0","1",8,42,21.4,16.67,4.8,1.12,4.92,9,0.56,25
"横山　竜士",2013,"Farm","C","19","2","1",23,104,15.4,5.77,9.6,0.78,3.44,4.7,0.675,80
"浅尾　拓也",2013,"Farm","D","5","2","0",6,26,19.2,7.69,11.5,3,6.58,6,0.824,17
"朝倉　健太",2013,"Farm","D","16","3","4",75,339,9.4,10.03,-0.6,0.84,4.72,4.2,0.695,262
"伊藤　準規",2013,"Farm","D","2","1","0",8.3,36,16.7,8.33,8.3,0,2.56,4.32,0.667,27
"井上　公志",2013,"Farm","D","19","0","0",19.3,72,22.2,5.56,16.7,0.47,2.55,0.93,0.784,51
"岩田　慎司",2013,"Farm","D","15","2","6",88.3,373,13.1,5.9,7.2,0.61,3.61,3.67,0.698,291
"小川　龍也",2013,"Farm","D","12","1","3",31.3,140,17.1,12.86,4.3,0.57,3.94,7.18,0.656,96
"小熊　凌祐",2013,"Farm","D","19","0","1",17,66,22.7,3.03,19.7,0.53,2.27,3.18,0.729,48
"カブレラ",2013,"Farm","D","3","1","0",13,49,28.6,6.12,22.4,0,1.69,0.69,0.806,31
"川上　憲伸",2013,"Farm","D","3","1","1",14,55,21.8,5.45,16.4,0,1.84,0,0.75,40
"川崎　貴弘",2013,"Farm","D","19","1","1",48.3,218,9.6,14.22,-4.6,0.56,4.78,4.66,0.718,163
"小林　正人",2013,"Farm","D","20","0","2",15.7,73,13.7,4.11,9.6,1.72,5.28,8.04,0.63,54
"清水　昭信",2013,"Farm","D","33","1","2",50.7,221,9.5,7.24,2.3,0.89,4.32,3.91,0.715,179
"鈴木　義広",2013,"Farm","D","35","1","3",43.7,185,16.2,4.32,11.9,1.03,3.72,3.92,0.693,140
"関　啓扶",2013,"Farm","D","3","0","0",2.3,12,16.7,25,-8.3,3.86,11.92,11.57,0.8,5
"高橋　聡文",2013,"Farm","D","12","1","1",13.7,62,29,9.68,19.4,1.32,3.72,1.98,0.657,35
"田島　慎二",2013,"Farm","D","10","2","0",15.7,58,20.7,5.17,15.5,0.57,2.79,0.57,0.81,42
"辻　孟彦",2013,"Farm","D","22","2","4",68.3,281,12.5,6.41,6,0.13,2.92,2.5,0.721,226
"西川　健太郎",2013,"Farm","D","11","4","4",53,214,15.4,6.54,8.9,0.51,3.31,2.89,0.765,162
"濱田　達郎",2013,"Farm","D","20","2","8",87.3,410,9.8,15.12,-5.4,0.62,5.37,6.39,0.714,290
"ブラッドリー",2013,"Farm","D","4","1","2",13,55,14.5,9.09,5.5,0,2.84,3.46,0.667,42
"福谷　浩司",2013,"Farm","D","7","0","0",7,27,18.5,14.81,3.7,0,3.2,0,0.889,18
"マドリガル",2013,"Farm","D","4","0","1",6,29,17.2,24.14,-6.9,0,4.75,7.5,0.706,17
"三瀬　幸司",2013,"Farm","D","18","2","0",13,59,13.6,6.78,6.8,0.69,3.15,6.92,0.614,44
"武藤　祐太",2013,"Farm","D","10","0","3",13,58,15.5,3.45,12.1,0.69,2.99,3.46,0.63,46
"矢地　健人",2013,"Farm","D","30","0","2",31.3,133,15,5.26,9.8,0.86,3.75,4.31,0.713,101
"山井　大介",2013,"Farm","D","5","1","2",20.7,89,16.9,4.49,12.4,0.87,3.3,5.23,0.691,68
"山内　壮馬",2013,"Farm","D","4","2","1",21,94,11.7,5.32,6.4,1.71,5.34,6,0.653,72
"山本昌",2013,"Farm","D","6","0","2",20.7,88,12.5,6.82,5.7,0.87,4.13,5.23,0.706,68
"雄太",2013,"Farm","D","15","3","6",76.7,339,8.6,8.26,0.3,0.35,3.84,4.93,0.665,275
"若松　駿太",2013,"Farm","D","20","3","2",43,187,10.2,5.88,4.3,1.26,4.61,3.98,0.725,149
"安部　建輝",2013,"Farm","DB","27","2","0",40.7,175,17.1,7.43,9.7,0.22,2.87,3.76,0.674,129
"安斉　雄虎",2013,"Farm","DB","7","0","0",7,34,8.8,14.71,-5.9,0,4.63,5.14,0.64,25
"伊藤　拓郎",2013,"Farm","DB","18","8","4",93,404,10.9,10.4,0.5,0.39,4.14,3.97,0.716,306
"井納　翔一",2013,"Farm","DB","6","3","2",34,138,14.5,5.07,9.4,0.53,3.3,2.91,0.72,107
"今井　金太",2013,"Farm","DB","10","1","1",10,49,16.3,24.49,-8.2,0,5.22,3.6,0.75,28
"牛田　成樹",2013,"Farm","DB","21","1","2",19.3,81,19.8,7.41,12.3,0,2.35,2.33,0.707,58
"大田　阿斗里",2013,"Farm","DB","17","0","0",16.7,61,24.6,6.56,18,0.54,2.62,0.54,0.78,41
"大原　慎司",2013,"Farm","DB","12","0","0",11,42,23.8,7.14,16.7,0.82,3.1,0.82,0.75,28
"長田　秀一郎",2013,"Farm","DB","2","0","0",2,10,20,30,-10,4.5,11.92,13.5,0.8,35
"加賀　繁",2013,"Farm","DB","7","1","0",7.7,30,33.3,6.67,26.7,1.17,2.79,1.17,0.706,17
"加賀美　希昇",2013,"Farm","DB","9","3","2",50,202,14.9,4.95,9.9,1.08,3.88,4.5,0.737,156
"神内　靖",2013,"Farm","DB","4","2","0",20,79,24.1,11.39,12.7,0.45,3.17,0.9,0.796,49
"菊地　和正",2013,"Farm","DB","21","0","1",18.7,69,21.7,5.8,15.9,0.96,3.34,0.96,0.833,48
"北方　悠誠",2013,"Farm","DB","9","1","0",15.7,72,29.2,20.83,8.3,0,3.49,1.72,0.765,34
"国吉　佑樹",2013,"Farm","DB","14","3","3",64.3,272,15.8,8.46,7.4,0.56,3.6,4.2,0.724,199
"コーコラン",2013,"Farm","DB","5","0","3",22.7,109,17.4,12.84,4.6,0.4,4.06,4.37,0.722,72
"小杉　陽太",2013,"Farm","DB","2","0","0",4,16,18.8,12.5,6.2,2.25,6.17,4.5,0.9,10
"小林　寛",2013,"Farm","DB","9","2","3",39,158,12.7,4.43,8.2,0.23,2.84,2.54,0.752,129
"小林　太志",2013,"Farm","DB","16","2","2",41.7,177,16.9,6.21,10.7,0.65,3.28,3.24,0.68,128
"古村　徹",2013,"Farm","DB","1","0","0",1,3,66.7,0,66.7,0,-1.08,0,1,1
"佐藤　祥万",2013,"Farm","DB","30","1","2",22,105,16.2,9.52,6.7,0.82,4.05,4.5,0.671,73
"佐村・トラヴィス・幹久",2013,"Farm","DB","4","0","1",3.3,17,5.9,41.18,-35.3,0,8.62,2.7,0.889,9
"篠原　貴行",2013,"Farm","DB","11","0","0",7.3,37,16.2,10.81,5.4,0,2.92,6.14,0.704,27
"須田　幸太",2013,"Farm","DB","10","2","2",22.3,90,15.6,10,5.6,0.4,3.45,1.61,0.788,66
"鄭　凱文",2013,"Farm","DB","9","0","3",38,164,10.4,4.27,6.1,0.47,3.34,3.55,0.679,137
"ソト",2013,"Farm","DB","6","2","0",29,130,15.4,6.15,9.2,0,2.57,3.72,0.67,100
"高崎　健太郎",2013,"Farm","DB","8","2","3",44,183,19.1,4.37,14.8,1.02,3.35,4.5,0.637,135
"田中　健二朗",2013,"Farm","DB","14","0","3",29.3,132,18.2,6.06,12.1,0.31,2.64,5.52,0.622,98
"陳　冠宇",2013,"Farm","DB","2","0","0",4,21,9.5,14.29,-4.8,0,4.17,2.25,0.5,16
"土屋　健二",2013,"Farm","DB","13","6","4",72.7,290,21,6.21,14.8,0.12,2.24,1.49,0.707,208
"冨田　康祐",2013,"Farm","DB","31","5","0",32.3,134,20.9,9.7,11.2,0.84,3.69,1.95,0.782,87
"林　昌範",2013,"Farm","DB","17","0","1",13.7,58,19,10.34,8.6,0.66,3.57,3.29,0.725,40
"福田　岳洋",2013,"Farm","DB","19","3","1",29,114,13.2,7.02,6.1,0,2.71,0.93,0.764,89
"藤江　均",2013,"Farm","DB","20","3","0",23,96,22.9,2.08,20.8,1.17,3.09,3.52,0.721,68
"眞下　貴之",2013,"Farm","DB","13","3","1",55.3,233,20.6,12.45,8.2,0.98,4.27,3.09,0.743,148
"山口　俊",2013,"Farm","DB","4","0","0",6,22,40.9,0,40.9,0,-0.08,0,0.692,13
"吉川　輝昭",2013,"Farm","DB","15","2","2",15,61,8.2,4.92,3.3,1.8,5.45,4.2,0.82,50
"王　溢正",2013,"Farm","DB","2","0","0",5,26,11.5,11.54,0,0,4.12,5.4,0.684,19
"井坂　亮平",2013,"Farm","E","1","0","0",1,5,20,20,0,0,3.92,0,0.667,3
"井上　雄介",2013,"Farm","E","21","1","1",26.7,153,12.4,18.3,-5.9,1.01,7.12,8.78,0.596,94
"上園　啓史",2013,"Farm","E","18","5","2",88.7,372,15.3,5.91,9.4,0.41,3.06,2.54,0.692,286
"大塚　尚仁",2013,"Farm","E","25","1","4",32.3,151,17.2,7.95,9.3,1.95,5.7,4.45,0.703,101
"片山　博視",2013,"Farm","E","11","1","1",24.7,94,12.8,7.45,5.3,0,3.16,1.46,0.833,72
"加藤　大輔",2013,"Farm","E","16","2","1",22.3,93,25.8,2.15,23.7,0.81,2.6,4.84,0.661,62
"加藤　貴大",2013,"Farm","E","4","0","1",4.3,28,3.6,32.14,-28.6,4.15,14.69,16.62,0.688,16
"金刃　憲人",2013,"Farm","E","10","1","1",15,62,16.1,9.68,6.5,0,3.18,1.8,0.773,44
"釜田　佳直",2013,"Farm","E","11","3","2",38.3,179,18.4,8.38,10.1,0.94,3.96,4.7,0.653,124
"辛島　航",2013,"Farm","E","5","0","0",23,87,24.1,4.6,19.5,0.78,3,1.57,0.759,58
"川井　貴志",2013,"Farm","E","16","5","4",78,344,12.5,8.14,4.4,1.04,4.51,3.92,0.693,261
"菊池　保則",2013,"Farm","E","14","4","3",44.3,185,21.1,9.19,11.9,0.61,3.46,3.05,0.738,122
"木村　謙吾",2013,"Farm","E","4","0","0",4,25,20,20,0,2.25,8.17,6.75,0.615,13
"斎藤　隆",2013,"Farm","E","5","0","0",5,18,33.3,5.56,27.8,0,1.12,1.8,0.818,11
"塩見　貴洋",2013,"Farm","E","6","1","0",19,73,24.7,1.37,23.3,0.47,1.86,2.84,0.698,53
"ダックワース",2013,"Farm","E","6","1","3",32,139,16.5,7.19,9.4,0.56,3.32,5.34,0.67,103
"高堀　和也",2013,"Farm","E","17","3","3",30.3,125,15.2,6.4,8.8,0.59,3.61,3.56,0.731,93
"土屋　朋弘",2013,"Farm","E","36","4","1",45.3,198,12.6,9.6,3,0.79,4.35,4.76,0.692,146
"戸村　健次",2013,"Farm","E","4","1","2",32,124,19.4,5.65,13.7,0,2.17,2.53,0.717,92
"永井　怜",2013,"Farm","E","10","3","2",44.3,187,13.9,9.09,4.8,0.41,3.55,2.44,0.752,141
"ハウザー",2013,"Farm","E","13","3","2",45.7,202,23.3,9.9,13.4,0.39,2.87,2.76,0.695,131
"橋本　義隆",2013,"Farm","E","31","2","3",34.3,151,11.9,8.61,3.3,1.05,4.52,4.19,0.681,116
"長谷部　康平",2013,"Farm","E","11","1","0",11,47,23.4,10.64,12.8,0,2.83,3.27,0.759,29
"福山　博之",2013,"Farm","E","22","1","1",37.3,152,11.8,7.89,3.9,0,2.92,1.93,0.713,122
"藤原　紘通",2013,"Farm","E","7","1","2",39.7,167,12.6,7.19,5.4,0.91,4.3,3.18,0.732,127
"星野　智樹",2013,"Farm","E","30","2","2",30.7,122,20.5,7.38,13.1,0.59,3.41,1.47,0.78,82
"美馬　学",2013,"Farm","E","3","1","1",13,63,9.5,7.94,1.6,0.69,4.38,4.85,0.68,50
"宮川　将",2013,"Farm","E","16","3","0",43.3,189,20.1,8.99,11.1,1.25,4.62,3.12,0.744,121
"武藤　好貴",2013,"Farm","E","12","0","1",22.3,108,9.3,13.89,-4.6,1.21,5.78,8.87,0.688,80
"森　雄大",2013,"Farm","E","9","3","4",41,187,12.8,13.37,-0.5,0.88,4.84,5.71,0.716,134
"ラズナー",2013,"Farm","E","2","0","0",2,7,57.1,0,57.1,0,-1.08,0,0.667,3
"レイ",2013,"Farm","E","8","3","2",23.7,103,22.3,11.65,10.7,0.76,3.47,3.8,0.631,65
"新垣　勇人",2013,"Farm","F","13","2","5",57.3,249,13.7,5.62,8,0.78,3.7,5.97,0.691,194
"石井　裕也",2013,"Farm","F","1","0","0",1,3,33.3,0,33.3,0,0.92,0,1,2
"糸数　敬作",2013,"Farm","F","37","1","0",40.7,175,18.9,12,6.9,0.66,3.95,3.98,0.681,116
"乾　真大",2013,"Farm","F","25","1","1",38.7,160,23.8,9.38,14.4,0.7,3.2,2.79,0.738,103
"ウルフ",2013,"Farm","F","1","0","0",4,16,0,6.25,-6.2,0,3.67,4.5,0.733,15
"植村　祐介",2013,"Farm","F","31","1","2",35.7,171,13.5,5.85,7.6,0.76,3.65,5.05,0.664,134
"上沢　直之",2013,"Farm","F","18","4","8",107.3,470,16.4,8.51,7.9,1.09,4.23,4.95,0.71,338
"運天　ジョン・クレイトン",2013,"Farm","F","5","0","0",5,29,6.9,10.34,-3.4,0,3.92,9,0.583,24
"榎下　陽大",2013,"Farm","F","28","3","4",55,232,31,6.03,25,0.49,1.77,2.78,0.65,143
"大谷　翔平",2013,"Farm","F","5","0","2",19,86,25.6,11.63,14,1.42,4.23,3.32,0.706,51
"大塚　豊",2013,"Farm","F","20","2","10",78.3,352,10.5,5.11,5.4,1.61,5.02,5.74,0.713,282
"鍵谷　陽平",2013,"Farm","F","4","1","1",5,19,15.8,10.53,5.3,1.8,5.52,3.6,0.846,13
"河野　秀数",2013,"Farm","F","22","0","0",23.7,100,26,12,14,0,1.86,1.14,0.729,59
"木佐貫　洋",2013,"Farm","F","3","0","1",11,48,12.5,2.08,10.4,0.82,3.28,4.91,0.675,40
"ケッペル",2013,"Farm","F","7","0","2",26,121,11.6,10.74,0.8,1.04,4.95,6.23,0.678,90
"齊藤　勝",2013,"Farm","F","44","1","4",38.3,180,19.4,11.67,7.8,0.47,3.65,3.76,0.73,115
"斎藤　佑樹",2013,"Farm","F","7","1","3",23,111,9,9.01,0,2.35,7,8.61,0.687,83
"榊原　諒",2013,"Farm","F","26","1","1",28,123,14.6,6.5,8.1,0.64,3.42,5.46,0.656,93
"武田　勝",2013,"Farm","F","1","0","1",2,8,12.5,0,12.5,0,1.92,9,0.429,7
"多田野　数人",2013,"Farm","F","18","4","7",87,386,8,5.7,2.3,1.14,4.71,4.97,0.683,319
"谷元　圭介",2013,"Farm","F","6","2","1",26,97,15.5,4.12,11.3,0.35,2.72,1.38,0.792,77
"トーマス",2013,"Farm","F","6","0","4",19.7,100,17,11,6,0,3.02,9.61,0.592,71
"中村　勝",2013,"Farm","F","10","3","3",56,244,18.4,9.02,9.4,1.12,4.11,3.86,0.7,170
"根本　朋久",2013,"Farm","F","19","0","1",23.3,104,14.4,12.5,1.9,1.16,5.1,3.09,0.771,70
"宮西　尚生",2013,"Farm","F","1","0","0",1,4,0,25,-25,0,5.92,0,1,3
"モルケン",2013,"Farm","F","7","0","0",6.7,32,21.9,6.25,15.6,1.35,3.67,10.8,0.591,22
"森内　壽春",2013,"Farm","F","35","1","3",42.7,184,17.4,8.15,9.2,0.84,3.83,4.22,0.69,129
"屋宜　照悟",2013,"Farm","F","27","3","4",66.3,291,14.1,7.56,6.5,0.41,3.44,3.53,0.688,221
"矢貫　俊之",2013,"Farm","F","5","0","0",6.3,27,22.2,11.11,11.1,0,2.44,0,0.778,18
"吉川　光夫",2013,"Farm","F","1","1","0",6,25,28,8,20,0,1.58,1.5,0.688,16
"若竹　竜士",2013,"Farm","F","20","0","5",31,155,16.8,18.71,-1.9,0.58,4.88,4.35,0.677,96
"アコスタ",2013,"Farm","G","13","1","2",11.3,43,20.9,2.33,18.6,0,1.59,0.79,0.758,33
"青木　高広",2013,"Farm","G","2","0","0",2,7,28.6,14.29,14.3,0,2.42,0,0.808,26
"阿南　徹",2013,"Farm","G","21","8","5",120,514,12.1,8.37,3.7,0.45,3.83,2.93,0.721,394
"雨宮　敬",2013,"Farm","G","18","4","4",71,310,16.5,5.81,10.6,0.89,3.73,3.8,0.694,229
"一岡　竜司",2013,"Farm","G","35","0","1",32.7,133,31.6,7.52,24.1,0.28,1.75,1.1,0.722,79
"今村　信貴",2013,"Farm","G","21","10","3",112.3,470,14.3,7.45,6.8,0.72,3.81,3.45,0.701,355
"江柄子　裕樹",2013,"Farm","G","19","4","9",98,428,13.1,9.11,4,0.83,4.34,3.49,0.723,318
